"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:2000058","GO:2000058","regulation of ubiquitin-dependent protein catabolic process","15/574","162/23355",1.18209246895378e-05,0.000152301478971001,0.000116766571113283,"Aurka/Cdc20/Rpl11/Rpl5/Plk1/Pbk/Smarcc1/Xpo1/Rack1/Rpl23/Sumo2/Rps7/Csnk1e/Hsp90ab1/Usp14",15
"GO:0031647","GO:0031647","regulation of protein stability","21/574","292/23355",1.26594623032691e-05,0.000162516418593592,0.000124598165933753,"Hspd1/Aurka/Cct3/Cenpe/Rpl11/Rpl5/Cct7/Plk1/Cct2/Ptges3/Casp3/Cct4/Npm1/Rpl23/Sox4/Rps7/Hsp90aa1/Cct5/Tcp1/Hsp90ab1/Ndc80",21
"GO:0032467","GO:0032467","positive regulation of cytokinesis","7/574","33/23355",1.28012132463367e-05,0.000163745015481918,0.000125540107186717,"Ect2/Cit/Kif23/Cenpv/Aurkb/Racgap1/Kif20b",7
"GO:1904591","GO:1904591","positive regulation of protein import","9/574","59/23355",1.29250996228318e-05,0.000164737112038673,0.00012630072825178,"Ect2/Ran/Trim28/Cdk1/Ipo5/Brca1/Hsp90aa1/Hnrnpm/Hsp90ab1",9
"GO:0045740","GO:0045740","positive regulation of DNA replication","8/574","46/23355",1.45273197569535e-05,0.000184496960913309,0.000141450218686126,"Dhx9/Pcna/Dbf4/E2f8/Cdk1/Egfr/Npm1/Atad5",8
"GO:0051028","GO:0051028","mRNA transport","12/574","109/23355",1.55469741214501e-05,0.000196743914504899,0.000150839718953197,"Dhx9/Hnrnpa3/Slbp/Sem1/Thoc7/Xpo1/Eif5a/Alyref/Eny2/Hnrnpa1/Srsf3/Srsf7",12
"GO:0006270","GO:0006270","DNA replication initiation","7/574","34/23355",1.57803950458612e-05,0.000198286518668136,0.000152022403454642,"Mcm3/Mcm6/Pola1/Mcm7/Mcm2/Mcm5/Topbp1",7
"GO:0032508","GO:0032508","DNA duplex unwinding","7/574","34/23355",1.57803950458612e-05,0.000198286518668136,0.000152022403454642,"Mcm6/Dhx9/Rad51/Mcm7/Mcm2/Blm/Top2a",7
"GO:0030900","GO:0030900","forebrain development","25/574","397/23355",1.93528891524188e-05,0.000242319978260568,0.000185781997423146,"Aspm/Dlx1/Dlx2/Dcx/Chd7/Nfib/Elavl4/Kdm1a/Tacc3/Dlx5/Hdac2/Ascl1/Top2b/Smarca4/Eomes/Egfr/Myh10/Cdk5r1/Hnrnpk/Tra2b/Olig2/Syne2/Ubb/Ncam1/Arx",25
"GO:1900182","GO:1900182","positive regulation of protein localization to nucleus","11/574","94/23355",1.96209508525203e-05,0.000244814390286183,0.000187694414434081,"Parp1/Ect2/Ran/Trim28/Cdk1/Ipo5/Npm1/Brca1/Hsp90aa1/Hnrnpm/Hsp90ab1",11
"GO:0070199","GO:0070199","establishment of protein localization to chromosome","6/574","24/23355",1.981445982401e-05,0.000246364402567061,0.000188882778594722,"Cct3/Cct7/Cct2/Cct4/Cct5/Tcp1",6
"GO:1902808","GO:1902808","positive regulation of cell cycle G1/S phase transition","8/574","48/23355",2.01218119832865e-05,0.00024931415823194,0.000191144298685905,"Anp32b/Dbf4/Ezh2/Ccnd2/Ccnd1/Tfdp1/Egfr/Rpl17",8
"GO:0072332","GO:0072332","intrinsic apoptotic signaling pathway by p53 class mediator","10/574","78/23355",2.08678181025284e-05,0.00025765958740483,0.000197542576336069,"Bok/Rpl11/Kdm1a/Rps27l/Hint1/Rpl26/Atad5/Hnrnpk/Rps7/Ubb",10
"GO:0006268","GO:0006268","DNA unwinding involved in DNA replication","5/574","15/23355",2.15746469096126e-05,0.000265465205572949,0.000203526991425593,"Mcm6/Rad51/Mcm7/Mcm2/Blm",5
"GO:2001022","GO:2001022","positive regulation of response to DNA damage stimulus","12/574","113/23355",2.24331923280582e-05,0.000275077351443361,0.000210896436042362,"Dhx9/Parp1/Pcna/Rad51ap1/Foxm1/Trim28/Blm/Rps3/Top2b/Egfr/Rpl26/Brca1",12
"GO:0031572","GO:0031572","G2 DNA damage checkpoint","7/574","36/23355",2.34663361234859e-05,0.000286757014622391,0.000219851005823218,"Dtl/Clspn/Blm/Plk1/Cdk1/Topbp1/Brca1",7
"GO:1903050","GO:1903050","regulation of proteolysis involved in cellular protein catabolic process","17/574","214/23355",2.38858009290801e-05,0.000290883246930853,0.00022301450759307,"Aurka/Cdc20/Atpif1/Rpl11/Rpl5/Plk1/Pbk/Smarcc1/Xpo1/Rack1/Rpl23/Sumo2/Rps7/Csnk1e/Hsp90ab1/Usp14/Ubb",17
"GO:1903313","GO:1903313","positive regulation of mRNA metabolic process","11/574","96/23355",2.39789614410302e-05,0.000291021115646087,0.000223120208845943,"Ncl/Rbm3/Rbmx/Hnrnpr/Hnrnpd/Dazap1/Nudt21/Ccnb1/Pabpc1/Tra2b/Celf4",11
"GO:0051494","GO:0051494","negative regulation of cytoskeleton organization","15/574","172/23355",2.4136469571235e-05,0.000291936346242556,0.000223821898279623,"Map2/Tpx2/Tmsb4x/Cdk5rap2/Stmn1/Tmsb10/Fkbp4/Ckap2/Npm1/Dbn1/Lima1/Kifc1/Cfl1/Stmn2/Map1b",15
"GO:0034101","GO:0034101","erythrocyte homeostasis","14/574","153/23355",2.62363245889447e-05,0.000316258882163686,0.000242469511812192,"Rps6/Atpif1/Kdm1a/Cdk6/Lyar/Rps19/Prmt1/Rps17/Cd24a/Casp3/Hmgb2/Rps24/Smarca4/Ncapg2",14
"GO:0016572","GO:0016572","histone phosphorylation","7/574","37/23355",2.83326436023178e-05,0.000339228554376573,0.000260079911146564,"Ccna2/Baz1b/Aurkb/Haspin/Ccnb1/Vrk1/Incenp",7
"GO:1902229","GO:1902229","regulation of intrinsic apoptotic signaling pathway in response to DNA damage","7/574","37/23355",2.83326436023178e-05,0.000339228554376573,0.000260079911146564,"Kdm1a/Rps3/Tpt1/Cdkn2d/Rpl26/Atad5/Hnrnpk",7
"GO:0032986","GO:0032986","protein-DNA complex disassembly","5/574","16/23355",3.07476617936464e-05,0.000366908340061095,0.00028130146254166,"Smarca4/Smarcc1/Rpl23/Smarce1/Smarcd1",5
"GO:0009895","GO:0009895","negative regulation of catabolic process","21/574","310/23355",3.08564499611925e-05,0.000366975036996657,0.00028135259778028,"Dhx9/Hnrnpu/Elavl4/Ybx1/Rpl11/Hnrnpd/Rpl5/Mad2l1/Eif4g2/Lzts1/Sf3b3/Pbk/Syncrip/Smarcc1/Egfr/Rpl23/Hnrnpa0/Rps7/Pabpc1/Hsp90ab1/Usp14",21
"GO:1900087","GO:1900087","positive regulation of G1/S transition of mitotic cell cycle","7/574","38/23355",3.3999585620921e-05,0.000403008421559984,0.000308978690379598,"Anp32b/Dbf4/Ccnd2/Ccnd1/Tfdp1/Egfr/Rpl17",7
"GO:2000779","GO:2000779","regulation of double-strand break repair","10/574","83/23355",3.61469146182959e-05,0.000427037968048705,0.00032740167463328,"Parp1/Rad51/Rpa2/Kdm1a/Nsd2/Rad51ap1/Foxm1/Blm/Top2b/Dek",10
"GO:0007050","GO:0007050","cell cycle arrest","13/574","138/23355",3.7296437283294e-05,0.000439159374103952,0.000336694920054833,"Insm1/Cdkn2c/Ppm1g/Foxm1/Ccnd1/Cdk4/Cdkn2d/Rpl26/Cdk5r1/Rpl23/Brca1/Sox4/Hsp90ab1",13
"GO:0051307","GO:0051307","meiotic chromosome separation","6/574","27/23355",4.09284665768658e-05,0.000480335403126517,0.00036826377778038,"Ncaph/Cenps/Top2b/Ncapd3/Ttk/Top2a",6
"GO:0031330","GO:0031330","negative regulation of cellular catabolic process","18/574","246/23355",4.15078684257851e-05,0.000485532829348986,0.000372248543015178,"Dhx9/Hnrnpu/Elavl4/Ybx1/Rpl11/Hnrnpd/Rpl5/Eif4g2/Lzts1/Pbk/Syncrip/Smarcc1/Rpl23/Hnrnpa0/Rps7/Pabpc1/Hsp90ab1/Usp14",18
"GO:2001244","GO:2001244","positive regulation of intrinsic apoptotic signaling pathway","9/574","68/23355",4.16700173971715e-05,0.000485831415948662,0.000372477463532957,"Bok/Bub1/Sfpq/Rpl11/Rps3/Rack1/Rpl26/Rps7/Ubb",9
"GO:0031113","GO:0031113","regulation of microtubule polymerization","8/574","53/23355",4.24356158313687e-05,0.000486444463991582,0.000372947475501213,"Map2/Psrc1/Cdk5rap2/Stmn1/Fkbp4/Rps3/Stmn2/Map1b",8
"GO:0042307","GO:0042307","positive regulation of protein import into nucleus","8/574","53/23355",4.24356158313687e-05,0.000486444463991582,0.000372947475501213,"Ect2/Ran/Trim28/Cdk1/Ipo5/Brca1/Hsp90aa1/Hsp90ab1",8
"GO:2000059","GO:2000059","negative regulation of ubiquitin-dependent protein catabolic process","8/574","53/23355",4.24356158313687e-05,0.000486444463991582,0.000372947475501213,"Rpl11/Rpl5/Pbk/Smarcc1/Rpl23/Rps7/Hsp90ab1/Usp14",8
"GO:0009147","GO:0009147","pyrimidine nucleoside triphosphate metabolic process","5/574","17/23355",4.26801666944245e-05,0.000486444463991582,0.000372947475501213,"Dtymk/Dut/Ctps/Dctpp1/Nme1",5
"GO:0090231","GO:0090231","regulation of spindle checkpoint","5/574","17/23355",4.26801666944245e-05,0.000486444463991582,0.000372947475501213,"Aurka/Cdk5rap2/Mad2l1/Ccnb1/Ndc80",5
"GO:0098760","GO:0098760","response to interleukin-7","5/574","17/23355",4.26801666944245e-05,0.000486444463991582,0.000372947475501213,"Hspd1/Hdgf/Ybx1/Hmgb1/Hnrnph1",5
"GO:0098761","GO:0098761","cellular response to interleukin-7","5/574","17/23355",4.26801666944245e-05,0.000486444463991582,0.000372947475501213,"Hspd1/Hdgf/Ybx1/Hmgb1/Hnrnph1",5
"GO:0021543","GO:0021543","pallium development","14/574","160/23355",4.31411557576699e-05,0.000490127635381068,0.000375771291112712,"Aspm/Dlx1/Dlx2/Dcx/Tacc3/Hdac2/Ascl1/Eomes/Egfr/Cdk5r1/Hnrnpk/Tra2b/Syne2/Arx",14
"GO:1903362","GO:1903362","regulation of cellular protein catabolic process","18/574","247/23355",4.3770227666806e-05,0.000495690858545103,0.00038003650572252,"Aurka/Cdc20/Atpif1/Rpl11/Rpl5/Plk1/Pbk/Smarcc1/Xpo1/Rack1/Rpl23/Sumo2/Rps7/Hsp90aa1/Csnk1e/Hsp90ab1/Usp14/Ubb",18
"GO:0090224","GO:0090224","regulation of spindle organization","7/574","40/23355",4.8136382252164e-05,0.000543406270757762,0.000416618980895922,"Hnrnpu/Tpx2/Psrc1/Tacc3/Plk1/Bora/Spag5",7
"GO:0071478","GO:0071478","cellular response to radiation","14/574","162/23355",4.94576084246e-05,0.000556554606195815,0.00042669955303036,"Nucks1/Parp1/Rad51/Pcna/Ect2/Kdm1a/Rad51ap1/Ccnd2/Blm/Pbk/Npm1/Rpl26/Aurkb/Eif2s1",14
"GO:0051168","GO:0051168","nuclear export","13/574","142/23355",5.03087891352313e-05,0.000564347174021712,0.000432673962677234,"Dhx9/Ssb/Khdrbs1/Ran/Sem1/Rps15/Thoc7/Xpo1/Npm1/Eif5a/Eny2/Rangap1/Srsf3",13
"GO:0006479","GO:0006479","protein methylation","15/574","184/23355",5.28887895787752e-05,0.000589569077561519,0.000452011103808044,"Snrpb/Kdm1a/Nsd2/Kmt5a/Ezh2/Fbl/Prmt1/Hdac2/Ctcf/Dnmt1/Ilf3/Suz12/Brca1/Gspt1/Dpy30",15
"GO:0008213","GO:0008213","protein alkylation","15/574","184/23355",5.28887895787752e-05,0.000589569077561519,0.000452011103808044,"Snrpb/Kdm1a/Nsd2/Kmt5a/Ezh2/Fbl/Prmt1/Hdac2/Ctcf/Dnmt1/Ilf3/Suz12/Brca1/Gspt1/Dpy30",15
"GO:0031571","GO:0031571","mitotic G1 DNA damage checkpoint","5/574","18/23355",5.79037718727041e-05,0.000641451130153694,0.00049178806083064,"Rpa2/Ccnd1/Rps27l/Rpl26/Sox4",5
"GO:0051131","GO:0051131","chaperone-mediated protein complex assembly","5/574","18/23355",5.79037718727041e-05,0.000641451130153694,0.00049178806083064,"Cct2/Ptges3/Hspa4/Hsp90aa1/Hsp90ab1",5
"GO:0043414","GO:0043414","macromolecule methylation","20/574","300/23355",5.91967107030633e-05,0.000653737587764264,0.000501207848057973,"Parp1/Snrpb/Kdm1a/Nsd2/Kmt5a/Ezh2/Trim28/Fbl/Prmt1/Hdac2/Ctcf/Dnmt1/Ilf3/Smarca4/Suz12/Brca1/Gspt1/Dpy30/Hells/Kcnq1ot1",20
"GO:0043624","GO:0043624","cellular protein complex disassembly","13/574","145/23355",6.25043904236611e-05,0.000688128830794238,0.000527574942797075,"Map2/Kif18a/Tpx2/Stmn3/Kif2c/Stmn1/Ckap2/Eif5a/Lima1/Gspt1/Cfl1/Stmn2/Map1b",13
"GO:0034724","GO:0034724","DNA replication-independent nucleosome organization","6/574","29/23355",6.29937555278007e-05,0.000691375909434751,0.000530064414610149,"Hjurp/Hat1/Nasp/Rbbp4/Supt16/Cenpp",6
"GO:0006305","GO:0006305","DNA alkylation","9/574","72/23355",6.59761821987408e-05,0.000717496548285009,0.000550090598560823,"Parp1/Ezh2/Trim28/Ctcf/Dnmt1/Smarca4/Brca1/Hells/Kcnq1ot1",9
"GO:0006306","GO:0006306","DNA methylation","9/574","72/23355",6.59761821987408e-05,0.000717496548285009,0.000550090598560823,"Parp1/Ezh2/Trim28/Ctcf/Dnmt1/Smarca4/Brca1/Hells/Kcnq1ot1",9
"GO:0043488","GO:0043488","regulation of mRNA stability","11/574","107/23355",6.60938332396595e-05,0.000717496548285009,0.000550090598560823,"Dhx9/Hnrnpu/Myef2/Elavl4/Ybx1/Hnrnpr/Hnrnpd/Syncrip/Npm1/Hnrnpa0/Hnrnpm",11
"GO:0021537","GO:0021537","telencephalon development","18/574","255/23355",6.61807839812944e-05,0.000717496548285009,0.000550090598560823,"Aspm/Dlx1/Dlx2/Dcx/Chd7/Nfib/Tacc3/Dlx5/Hdac2/Ascl1/Eomes/Egfr/Myh10/Cdk5r1/Hnrnpk/Tra2b/Syne2/Arx",18
"GO:0017148","GO:0017148","negative regulation of translation","13/574","146/23355",6.71033067372807e-05,0.000721852374640279,0.000553430125604855,"Ncl/Caprin1/Eif4e/Hnrnpr/Tyms/Hnrnpd/Rpl13a/Rps3/Ilf3/Syncrip/Rack1/Dhfr/Eif2s1",13
"GO:0045876","GO:0045876","positive regulation of sister chromatid cohesion","4/574","10/23355",6.73945411643905e-05,0.000721852374640279,0.000553430125604855,"Sgo2a/Sfpq/Rad21/Fen1",4
"GO:1900262","GO:1900262","regulation of DNA-directed DNA polymerase activity","4/574","10/23355",6.73945411643905e-05,0.000721852374640279,0.000553430125604855,"Pcna/Rfc3/Npm1/Rfc4",4
"GO:1900264","GO:1900264","positive regulation of DNA-directed DNA polymerase activity","4/574","10/23355",6.73945411643905e-05,0.000721852374640279,0.000553430125604855,"Pcna/Rfc3/Npm1/Rfc4",4
"GO:0031503","GO:0031503","protein-containing complex localization","18/574","257/23355",7.3167421325447e-05,0.000781331382081951,0.000599031519623543,"Hnrnpu/Ssb/Sfpq/Rcc2/Dynll1/Ran/Sem1/Fkbp4/Rps15/Thoc7/Xpo1/Npm1/Eif5a/Haspin/Birc5/Dbn1/Eny2/Srsf3",18
"GO:0051100","GO:0051100","negative regulation of binding","14/574","168/23355",7.350860209013e-05,0.000782624518061385,0.000600022941737904,"Map2/Nek2/Aurka/Nfib/Kdm1a/Crmp1/Actb/Hdac2/Rack1/Hspa4/Aurkb/Hnrnpk/Sox11/Csnk1e",14
"GO:0044783","GO:0044783","G1 DNA damage checkpoint","5/574","19/23355",7.69997468988219e-05,0.000816149001217702,0.000625725508600393,"Rpa2/Ccnd1/Rps27l/Rpl26/Sox4",5
"GO:0000470","GO:0000470","maturation of LSU-rRNA","6/574","30/23355",7.71164410599403e-05,0.000816149001217702,0.000625725508600393,"Rpl7/Rpl7a/Rpl35/Npm1/Nhp2/Rpl10a",6
"GO:0016925","GO:0016925","protein sumoylation","7/574","43/23355",7.80655209558345e-05,0.000823741817563643,0.000631546772686589,"Trim28/Sae1/Uba2/Gnl3/Bcl11a/Sumo2/Ube2i",7
"GO:0051298","GO:0051298","centrosome duplication","9/574","74/23355",8.20317168692969e-05,0.000863031908837928,0.00066166971875266,"Plk4/Cdk5rap2/Cep295/Xpo1/Npm1/Brca1/Kifc1/Ndc80/Cep192",9
"GO:0021987","GO:0021987","cerebral cortex development","11/574","110/23355",8.51254761453571e-05,0.000892938622928879,0.000684598612688946,"Aspm/Dcx/Tacc3/Ascl1/Eomes/Egfr/Cdk5r1/Hnrnpk/Tra2b/Syne2/Arx",11
"GO:0002262","GO:0002262","myeloid cell homeostasis","15/574","192/23355",8.58270035393718e-05,0.000897649484076489,0.000688210337978245,"Rps6/Atpif1/Kdm1a/Cdk6/Lyar/Rps19/Prmt1/Rps17/Cd24a/Kitl/Casp3/Hmgb2/Rps24/Smarca4/Ncapg2",15
"GO:0031346","GO:0031346","positive regulation of cell projection organization","25/574","436/23355",8.88278642776573e-05,0.000926310514285482,0.000710184190397075,"Caprin1/Pak3/Dcx/Elavl4/Kdm1a/Coro1c/Dynll1/Fscn1/Ezh2/Eif4g2/Cd24a/Anln/Rpl4/Eef1a1/Bcl11a/Nme1/Atp5g1/Dbn1/Hnrnpk/Hsp90aa1/Ranbp1/Dpysl3/Cfl1/Stmn2/Map1b",25
"GO:1902373","GO:1902373","negative regulation of mRNA catabolic process","8/574","59/23355",9.33135327271629e-05,0.000967413767865281,0.000741697252611177,"Dhx9/Hnrnpu/Elavl4/Ybx1/Hnrnpd/Syncrip/Hnrnpa0/Pabpc1",8
"GO:1902750","GO:1902750","negative regulation of cell cycle G2/M phase transition","8/574","59/23355",9.33135327271629e-05,0.000967413767865281,0.000741697252611177,"Dtl/Clspn/Blm/Plk1/Cdk1/Topbp1/Brca1/Rad21",8
"GO:0061013","GO:0061013","regulation of mRNA catabolic process","12/574","131/23355",9.66247595136639e-05,0.000998830362879618,0.000765783742779649,"Dhx9/Hnrnpu/Myef2/Elavl4/Ybx1/Hnrnpr/Hnrnpd/Syncrip/Npm1/Hnrnpa0/Pabpc1/Hnrnpm",12
"GO:0044819","GO:0044819","mitotic G1/S transition checkpoint","5/574","20/23355",0.000100598201946739,0.00103689045252929,0.00079496367060886,"Rpa2/Ccnd1/Rps27l/Rpl26/Sox4",5
"GO:0044771","GO:0044771","meiotic cell cycle phase transition","4/574","11/23355",0.000103847544550411,0.00106728863705567,0.000818269365334847,"Ccnb2/Ttk/Ndc80/Cdc25c",4
"GO:0043254","GO:0043254","regulation of protein-containing complex assembly","25/574","441/23355",0.00010626789972235,0.00108901628649186,0.000834927530049706,"Map2/Hjurp/Parp1/Dut/Insm1/Pmepa1/Pak3/Tmsb4x/Psrc1/Cdk5rap2/Stmn1/Fscn1/Tmsb10/Fkbp4/Rpl13a/Rps3/Cd24a/Rack1/H3f3b/Dbn1/Hsp90aa1/Cfl1/Stmn2/Ncam1/Map1b",25
"GO:0042176","GO:0042176","regulation of protein catabolic process","23/574","390/23355",0.000111290384984032,0.00113720864656097,0.000871875671834979,"Dtl/Aurka/Cdc20/Atpif1/Rpl11/Rpl5/Mad2l1/Plk1/Sf3b3/Pbk/Smarcc1/Egfr/Xpo1/Rack1/Rpl23/Sumo2/Odc1/Rps7/Hsp90aa1/Csnk1e/Hsp90ab1/Usp14/Ubb",23
"GO:0032434","GO:0032434","regulation of proteasomal ubiquitin-dependent protein catabolic process","12/574","133/23355",0.000111767882575034,0.00113881544537771,0.00087310757312423,"Aurka/Cdc20/Rpl11/Plk1/Pbk/Smarcc1/Xpo1/Rack1/Sumo2/Csnk1e/Hsp90ab1/Usp14",12
"GO:0048026","GO:0048026","positive regulation of mRNA splicing, via spliceosome","6/574","32/23355",0.000112885128316214,0.00114691290369273,0.000879315736357874,"Ncl/Rbm3/Rbmx/Dazap1/Tra2b/Celf4",6
"GO:0017038","GO:0017038","protein import","16/574","220/23355",0.000117400478959223,0.00118939060734757,0.000911882562616247,"Hspd1/Ect2/Ran/Trim28/Cdk1/Ipo5/Phip/Hspa4/Kpnb1/Brca1/Kpna2/E2f3/Hsp90aa1/Hnrnpm/Hsp90ab1/Cfl1",16
"GO:0006346","GO:0006346","DNA methylation-dependent heterochromatin assembly","5/574","21/23355",0.000129376990655807,0.00130329909000581,0.000999213972859819,"Trim28/Mbd3/Dnmt1/Smarca4/Hells",5
"GO:0046599","GO:0046599","regulation of centriole replication","5/574","21/23355",0.000129376990655807,0.00130329909000581,0.000999213972859819,"Plk4/Cdk5rap2/Cep295/Npm1/Cep192",5
"GO:0010824","GO:0010824","regulation of centrosome duplication","7/574","47/23355",0.000139968074561565,0.0014060069862738,0.00107795811214527,"Plk4/Cdk5rap2/Cep295/Xpo1/Npm1/Kifc1/Cep192",7
"GO:0001824","GO:0001824","blastocyst development","13/574","157/23355",0.000140541698756804,0.00140779234022309,0.00107932690816938,"Nek2/Stmn3/Actl6a/Nasp/Rpl13/Pbrm1/Smarca4/Eomes/Rrm2/G2e3/Ncapg2/Rbbp8/Matr3",13
"GO:0051258","GO:0051258","protein polymerization","19/574","295/23355",0.000141097225567287,0.00140938689358785,0.00108054942110962,"Map2/Tpx2/Ube2c/Pak3/Tmsb4x/Psrc1/Cdk5rap2/Stmn1/Tmsb10/Fkbp4/Ube2s/Rps3/Fbxo5/Dbn1/Hsp90aa1/Cep192/Cfl1/Stmn2/Map1b",19
"GO:1903322","GO:1903322","positive regulation of protein modification by small protein conjugation or removal","12/574","137/23355",0.000148243696290028,0.0014766234846144,0.00113209840304046,"Cdc20/Kdm1a/Ube2s/Sae1/Uba2/Plk1/Gnl3/Npm1/Brca1/Sumo2/Skp2/Rps2",12
"GO:0031397","GO:0031397","negative regulation of protein ubiquitination","9/574","80/23355",0.000151106367628284,0.00150093364046419,0.00115073652501399,"Rpl11/Rpl5/Mad2l1/Rps3/Fbxo5/Ppia/Rpl23/Sox4/Rps7",9
"GO:0007100","GO:0007100","mitotic centrosome separation","4/574","12/23355",0.000152746553344135,0.00151299928604943,0.00115998701997159,"Nek2/Aurka/Ranbp1/Kif11",4
"GO:0031111","GO:0031111","negative regulation of microtubule polymerization or depolymerization","7/574","48/23355",0.000160429631587124,0.00158468824978837,0.00121494954915395,"Map2/Tpx2/Stmn1/Fkbp4/Ckap2/Stmn2/Map1b",7
"GO:0032388","GO:0032388","positive regulation of intracellular transport","14/574","181/23355",0.0001626683004435,0.00160235035007503,0.00122849073669242,"Map2/Dhx9/Ect2/Khdrbs1/Ran/Trim28/Cdk1/Ipo5/Spag5/Cdk5r1/Brca1/Hsp90aa1/Hsp90ab1/Kif20b",14
"GO:0006221","GO:0006221","pyrimidine nucleotide biosynthetic process","5/574","22/23355",0.000164060365141412,0.00161159850398581,0.00123558111577859,"Dtymk/Dut/Ctps/Tyms/Nme1",5
"GO:0032259","GO:0032259","methylation","21/574","351/23355",0.000179509219305332,0.00175849802713432,0.00134820611280501,"Parp1/Snrpb/Kdm1a/Tyms/Nsd2/Kmt5a/Ezh2/Trim28/Fbl/Prmt1/Hdac2/Ctcf/Dnmt1/Ilf3/Smarca4/Suz12/Brca1/Gspt1/Dpy30/Hells/Kcnq1ot1",21
"GO:0040029","GO:0040029","regulation of gene expression, epigenetic","13/574","161/23355",0.000180678696006951,0.0017650918763756,0.00135326148831117,"Hnrnpu/Hat1/Kdm1a/Ezh2/Hdac2/Ctcf/Brca1/Cdca4/Atad2/Smarcd1/Dpy30/Hells/Kcnq1ot1",13
"GO:0032386","GO:0032386","regulation of intracellular transport","20/574","326/23355",0.000182566304603218,0.00177553288679887,0.00136126640720179,"Map2/Dhx9/Ect2/Khdrbs1/Atpif1/Ppp1cc/Ran/Trim28/Cdk1/Ipo5/Xpo1/Spag5/Cdk5r1/Brca1/Dbn1/Hsp90aa1/Rangap1/Hsp90ab1/Kif20b/Map1b",20
"GO:1904589","GO:1904589","regulation of protein import","9/574","82/23355",0.000182851163165863,0.00177553288679887,0.00136126640720179,"Ect2/Ran/Trim28/Cdk1/Ipo5/Brca1/Hsp90aa1/Hnrnpm/Hsp90ab1",9
"GO:0033120","GO:0033120","positive regulation of RNA splicing","7/574","49/23355",0.000183245379486835,0.00177553288679887,0.00136126640720179,"Ncl/Rbm3/Rbmx/Dazap1/Hnrnpk/Tra2b/Celf4",7
"GO:0043487","GO:0043487","regulation of RNA stability","11/574","120/23355",0.000185961977418938,0.00179695867310256,0.0013776931393451,"Dhx9/Hnrnpu/Myef2/Elavl4/Ybx1/Hnrnpr/Hnrnpd/Syncrip/Npm1/Hnrnpa0/Hnrnpm",11
"GO:0071479","GO:0071479","cellular response to ionizing radiation","8/574","65/23355",0.000186724621895848,0.00179943836168465,0.00137959426817928,"Nucks1/Rad51/Ect2/Kdm1a/Rad51ap1/Ccnd2/Blm/Rpl26",8
"GO:1901976","GO:1901976","regulation of cell cycle checkpoint","6/574","35/23355",0.000189953167254475,0.00182560395339706,0.00139965491661192,"Aurka/Cdk5rap2/Rpa2/Mad2l1/Ccnb1/Ndc80",6
"GO:1902807","GO:1902807","negative regulation of cell cycle G1/S phase transition","8/574","66/23355",0.000207970782648661,0.00199338033180226,0.00152828579106265,"Rpa2/Ezh2/Ccnd1/Cdkn2d/Rps27l/Rpl26/Haspin/Sox4",8
"GO:0051101","GO:0051101","regulation of DNA binding","11/574","122/23355",0.000215157815246552,0.00204614869858353,0.00156874226787382,"Hjurp/Parp1/Nek2/Nfib/Trim28/Hdac2/Hmgb2/Smarca4/Hspa4/Nme1/Sox11",11
"GO:0045144","GO:0045144","meiotic sister chromatid segregation","4/574","13/23355",0.000216353180727617,0.00204614869858353,0.00156874226787382,"Sgo2a/Bub1b/Bub1/Sgo1",4
"GO:0051177","GO:0051177","meiotic sister chromatid cohesion","4/574","13/23355",0.000216353180727617,0.00204614869858353,0.00156874226787382,"Sgo2a/Bub1b/Bub1/Sgo1",4
"GO:0051299","GO:0051299","centrosome separation","4/574","13/23355",0.000216353180727617,0.00204614869858353,0.00156874226787382,"Nek2/Aurka/Ranbp1/Kif11",4
"GO:0097421","GO:0097421","liver regeneration","4/574","13/23355",0.000216353180727617,0.00204614869858353,0.00156874226787382,"Aurka/Ezh2/Ccnd1/Egfr",4
"GO:0060236","GO:0060236","regulation of mitotic spindle organization","6/574","36/23355",0.000223250533480672,0.00210577956779117,0.00161446009134424,"Hnrnpu/Tpx2/Psrc1/Tacc3/Plk1/Bora",6
"GO:0006979","GO:0006979","response to oxidative stress","23/574","410/23355",0.00023063147677184,0.00216887908523237,0.00166283725970986,"Parp1/Myef2/Nono/Ect2/Melk/Psip1/Sfpq/Hnrnpd/Ezh2/Lig1/Rps3/Hdac2/Txnrd1/Casp3/Prdx2/Top2b/Ppia/Egfr/Rack1/Dhfr/Eif2s1/Hnrnpm/Cfl1",23
"GO:1903051","GO:1903051","negative regulation of proteolysis involved in cellular protein catabolic process","8/574","67/23355",0.00023116005998399,0.00216887908523237,0.00166283725970986,"Rpl11/Rpl5/Pbk/Smarcc1/Rpl23/Rps7/Hsp90ab1/Usp14",8
"GO:0048255","GO:0048255","mRNA stabilization","7/574","51/23355",0.00023673680047844,0.00221535805921404,0.00169847178182593,"Dhx9/Hnrnpu/Elavl4/Ybx1/Hnrnpd/Syncrip/Hnrnpa0",7
"GO:2001234","GO:2001234","negative regulation of apoptotic signaling pathway","16/574","234/23355",0.000238105943515192,0.00222232213947512,0.00170381100622834,"Bok/Slc25a5/Nono/Kdm1a/Maz/Hdac2/Hmgb2/Prdx2/Tpt1/Cdkn2d/Phip/Ppia/Atad5/Brca1/G2e3/Hells",16
