"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0010631","GO:0010631","epithelial cell migration","19/453","281/16051",0.000412188918573696,0.00551415621383238,0.00393749321368814,"Glul/Klf4/Jun/Plpp3/Apoe/Sash1/Nr2e1/Cd63/Fgfr1/Calr/Rgcc/Sparc/Sox9/Emp2/Mcc/Tgfb2/Nfe2l2/Rhob/Nr4a1",19
"GO:0045665","GO:0045665","negative regulation of neuron differentiation","9/453","80/16051",0.000412449324556187,0.00551415621383238,0.00393749321368814,"Sox2/Hes5/Nr2e1/Calr/Sox9/Id4/Id2/Hes1/Fezf2",9
"GO:0048568","GO:0048568","embryonic organ development","25/453","422/16051",0.000412865136318454,0.00551415621383238,0.00393749321368814,"Cebpb/Gnas/Sox2/Notch2/Vcam1/Id3/Gja1/Fgfr1/Junb/Myo6/Fzd2/Sox9/Slc9a3r1/Socs3/Id2/Zfp36l1/Hes1/Pdgfrb/Tcf7l2/Fgfr2/Prrx1/Abr/Celsr1/Rarres2/Tgfb2",25
"GO:0044706","GO:0044706","multi-multicellular organism process","12/453","134/16051",0.000414747762343264,0.00551415621383238,0.00393749321368814,"Igfbp5/Ptn/Gja1/Calr/Junb/Ctsb/Ctsl/Emp2/Cbs/Klf9/Csmd1/Serpine2",12
"GO:0006816","GO:0006816","calcium ion transport","23/453","374/16051",0.000415083282321599,0.00551415621383238,0.00393749321368814,"Bcl2/Dbi/Atp1b1/Atp1a2/Prnp/S100a1/Gem/Adcyap1r1/Gja1/Saraf/Gnao1/Cyba/Gnai2/Hspa2/Tmbim6/Hes1/Pdgfrb/Camk2d/Camk2g/Dmd/Pacsin3/Tgfb2/Usp2",23
"GO:0060041","GO:0060041","retina development in camera-type eye","13/453","154/16051",0.00042920733398116,0.00568511468694344,0.00405956952084982,"Fjx1/Sox2/Ptn/Nr2e1/Gpm6a/Sox9/Ntrk2/Ttc8/Pdgfrb/Rorb/Bmpr1b/Tspan12/Tgfb2",13
"GO:0045785","GO:0045785","positive regulation of cell adhesion","24/453","399/16051",0.000431163870303221,0.00569437997805711,0.00406618558674788,"Sirpa/Sdc4/Sox2/Vcam1/Plpp3/Ptn/Cd81/Cd63/Calr/Adk/Fermt2/Dag1/Cspg5/Emp2/Hes1/Ccdc80/Vit/Il6st/Rsu1/Pdpn/Dmd/Tgfb2/Pnp/Nfkbiz",24
"GO:0008286","GO:0008286","insulin receptor signaling pathway","11/453","116/16051",0.000439405458071158,0.00578635675890217,0.00413186344140963,"Lmbrd1/Ptpra/Ogt/Foxo1/Sesn3/Gnai2/Socs3/Sorbs1/Ptprf/Sorl1/Rarres2",11
"GO:0007034","GO:0007034","vacuolar transport","12/453","135/16051",0.000443849165937086,0.00582793252665217,0.00416155144751995,"Chmp4b/Lamp2/Pink1/Psap/Lrp1/Lamp1/Tmem50a/Tmem106b/Sort1/Sorl1/Scarb2/Rhob",12
"GO:0090132","GO:0090132","epithelium migration","19/453","283/16051",0.000449950168888431,0.00589096608400172,0.00420656181622802,"Glul/Klf4/Jun/Plpp3/Apoe/Sash1/Nr2e1/Cd63/Fgfr1/Calr/Rgcc/Sparc/Sox9/Emp2/Mcc/Tgfb2/Nfe2l2/Rhob/Nr4a1",19
"GO:0032868","GO:0032868","response to insulin","16/453","217/16051",0.000454069225214718,0.00592776250784632,0.0042328370365079,"Lmbrd1/Ptpra/Ogt/Foxo1/Slc27a1/Sesn3/Gnai2/Socs3/Zfp36l1/Sorbs1/Cry2/Klf15/Ptprf/Sort1/Sorl1/Rarres2",16
"GO:0001504","GO:0001504","neurotransmitter uptake","6/453","36/16051",0.00046387906881633,0.00600392051925135,0.00428721918337618,"Atp1a2/Kcnj10/Slc1a2/Gpm6b/Gfap/Slc6a11",6
"GO:0097237","GO:0097237","cellular response to toxic substance","6/453","36/16051",0.00046387906881633,0.00600392051925135,0.00428721918337618,"Prdx6/Gstm5/Prdx1/Pink1/Aldh2/Nfe2l2",6
"GO:1904707","GO:1904707","positive regulation of vascular associated smooth muscle cell proliferation","6/453","36/16051",0.00046387906881633,0.00600392051925135,0.00428721918337618,"Igfbp5/Jun/Gja1/Gnai2/Camk2d/Adamts1",6
"GO:0050885","GO:0050885","neuromuscular process controlling balance","8/453","65/16051",0.000466248296570207,0.00601739254547874,0.00429683915237741,"Sox2/Psap/Aplp2/Gm2a/Slc1a3/Nrxn1/Abr/Ap1s2",8
"GO:0032515","GO:0032515","negative regulation of phosphoprotein phosphatase activity","5/453","24/16051",0.000477477144111525,0.00611008887803731,0.00436303081729026,"Mgat5/Gnai2/Cmya5/Cry2/Ppp1r15a",5
"GO:0097150","GO:0097150","neuronal stem cell population maintenance","5/453","24/16051",0.000477477144111525,0.00611008887803731,0.00436303081729026,"Sox2/Foxo1/Hes5/Hes1/Prrx1",5
"GO:1903055","GO:1903055","positive regulation of extracellular matrix organization","5/453","24/16051",0.000477477144111525,0.00611008887803731,0.00436303081729026,"Rgcc/Dag1/Sox9/Pdpn/Tgfb2",5
"GO:0010594","GO:0010594","regulation of endothelial cell migration","13/453","156/16051",0.000485792287008501,0.00619898326802397,0.00442650762928725,"Glul/Klf4/Plpp3/Apoe/Sash1/Nr2e1/Fgfr1/Calr/Rgcc/Sparc/Emp2/Nfe2l2/Rhob",13
"GO:0046486","GO:0046486","glycerolipid metabolic process","21/453","331/16051",0.00048800715355709,0.00620884935086059,0.00443355270249671,"Plcd4/Acsl3/Dbi/Prdx6/Naaa/Mgll/Apoe/Chpt1/Slc27a1/Abhd4/Acsl6/Pitpnc1/Socs3/Pla2g7/Pdgfrb/Tcf7l2/Plce1/Pigp/Il6st/Sorl1/Apoc1",21
"GO:0015711","GO:0015711","organic anion transport","19/453","285/16051",0.00049067727761768,0.00620884935086059,0.00443355270249671,"Kcnj10/Slc1a2/Slc4a4/Sfxn5/Slco1c1/Slc7a10/Gja1/Psap/Slc27a1/Myo6/Slc38a3/Gfap/Slc9a3r1/Ntrk2/Slc1a3/Gabbr1/Nr3c1/Slc6a11/Slc7a11",19
"GO:0090130","GO:0090130","tissue migration","19/453","285/16051",0.00049067727761768,0.00620884935086059,0.00443355270249671,"Glul/Klf4/Jun/Plpp3/Apoe/Sash1/Nr2e1/Cd63/Fgfr1/Calr/Rgcc/Sparc/Sox9/Emp2/Mcc/Tgfb2/Nfe2l2/Rhob/Nr4a1",19
"GO:0006750","GO:0006750","glutathione biosynthetic process","4/453","14/16051",0.000500386175924395,0.00626173861032461,0.00447131933299118,"Slc1a2/Gclm/Slc7a11/Nfe2l2",4
"GO:0006857","GO:0006857","oligopeptide transport","4/453","14/16051",0.000500386175924395,0.00626173861032461,0.00447131933299118,"Car2/Slc9a3r1/Slc15a2/Slc7a11",4
"GO:0072234","GO:0072234","metanephric nephron tubule development","4/453","14/16051",0.000500386175924395,0.00626173861032461,0.00447131933299118,"Wwtr1/Hes5/Sox9/Hes1",4
"GO:0072537","GO:0072537","fibroblast activation","4/453","14/16051",0.000500386175924395,0.00626173861032461,0.00447131933299118,"Fgfr1/Rgcc/Pdgfrb/Nr1d1",4
"GO:0050727","GO:0050727","regulation of inflammatory response","19/453","286/16051",0.000512212296218878,0.00639207080405377,0.00456438563514749,"Sirpa/Cebpb/Syt11/Aldh2/Mgll/Apoe/Zfp36/Selenos/Cd81/Fgfr1/Ednrb/Rora/Socs3/Pdcd4/Nr1d1/Hgf/Gprc5b/Abr/Nfkbiz",19
"GO:1901605","GO:1901605","alpha-amino acid metabolic process","13/453","157/16051",0.000516376290597618,0.00642517595415693,0.00458802502779697,"Glul/Phgdh/Gclm/Ddah1/Psph/Oat/Glud1/Tst/Cbs/Asrgl1/Psat1/Gldc/Slc7a11",13
"GO:0060191","GO:0060191","regulation of lipase activity","8/453","66/16051",0.00051770181529079,0.00642517595415693,0.00458802502779697,"Ppt1/Adcyap1r1/Lrp1/Fgfr1/Pdgfrb/Sort1/Fgfr2/Apoc1",8
"GO:0008652","GO:0008652","cellular amino acid biosynthetic process","7/453","51/16051",0.000538687063187941,0.00661315012531538,0.00472225173349464,"Glul/Phgdh/Psph/Glud1/Slc1a3/Cbs/Psat1",7
"GO:0010463","GO:0010463","mesenchymal cell proliferation","7/453","51/16051",0.000538687063187941,0.00661315012531538,0.00472225173349464,"Ptn/Fgfr1/Sox9/Arhgap5/Fgfr2/Prrx1/Ctnnbip1",7
"GO:0043666","GO:0043666","regulation of phosphoprotein phosphatase activity","7/453","51/16051",0.000538687063187941,0.00661315012531538,0.00472225173349464,"Mgat5/Gnai2/Cmya5/Pdgfrb/Cry2/Ppp2r2b/Ppp1r15a",7
"GO:2000736","GO:2000736","regulation of stem cell differentiation","7/453","51/16051",0.000538687063187941,0.00661315012531538,0.00472225173349464,"Hes5/Ptn/Sox9/Hes1/Zfp36l2/Tgfb2/Nfe2l2",7
"GO:0001678","GO:0001678","cellular glucose homeostasis","12/453","138/16051",0.000541691797954688,0.00663206444522902,0.00473575788083857,"Ogt/Vcam1/Camk2n1/Epha5/Lrp1/Nrxn1/Aqp4/Tcf7l2/Sidt2/Nr1d1/Klf15/Sybu",12
"GO:0072330","GO:0072330","monocarboxylic acid biosynthetic process","13/453","158/16051",0.000548574645674219,0.00669822950108952,0.00478300435851008,"Acadl/Acsl3/Degs1/Mid1ip1/Mgll/Ldhb/Acsbg1/Qk/Scd2/Nr1d1/Fads1/Acss1/Rbp1",13
"GO:0018108","GO:0018108","peptidyl-tyrosine phosphorylation","19/453","288/16051",0.000557748769792713,0.00679194066441126,0.00484992068356822,"Lrp4/Prnp/Plpp3/Hes5/Ptprz1/Cd81/Sfrp1/Fgfr1/Aplp2/Socs3/Thbs4/Hes1/Pdgfrb/Gfra1/Hgf/Gprc5b/Clk1/Il6st/Fgfr2",19
"GO:0042472","GO:0042472","inner ear morphogenesis","10/453","101/16051",0.000563499767575902,0.00684357626573414,0.00488679211446521,"Sox2/Fgfr1/Myo6/Fzd2/Sox9/Slc9a3r1/Fgfr2/Prrx1/Abr/Celsr1",10
"GO:0048813","GO:0048813","dendrite morphogenesis","14/453","179/16051",0.000567191386334912,0.00686999192539346,0.00490565474305428,"Prex2/Lrp4/Dclk1/Epha5/Ptprz1/Ptn/Nr2e1/Ephb1/Ctnnd2/Kif1a/Tpbg/Tmem106b/Sdc2/Ptprf",14
"GO:0042692","GO:0042692","muscle cell differentiation","22/453","359/16051",0.000577293935995309,0.00694626286239034,0.00496011752669351,"Igfbp5/Bcl2/Hopx/Cd9/Cd81/Ednrb/Neo1/Rora/Thra/Sox9/Id2/Hes1/Qk/Nr3c1/Pdgfrb/Pdcd4/Camk2d/Csrp1/Sort1/Bhlhe41/Fgfr2/Dmd",22
"GO:0031333","GO:0031333","negative regulation of protein-containing complex assembly","12/453","139/16051",0.000578088542852352,0.00694626286239034,0.00496011752669351,"Lamp2/Clu/Sptbn1/Thra/Sox9/Trim9/Impact/Add3/Sirt2/Sorl1/Gsn/Ctnnbip1",12
"GO:0034614","GO:0034614","cellular response to reactive oxygen species","12/453","139/16051",0.000578088542852352,0.00694626286239034,0.00496011752669351,"Sirpa/Foxo1/Jun/Prdx1/Pink1/Psap/Fos/Impact/Pdgfrb/Hgf/Nfe2l2/Rhob",12
"GO:0071333","GO:0071333","cellular response to glucose stimulus","11/453","120/16051",0.000586767751428818,0.00701334541945263,0.00500801916439594,"Ogt/Vcam1/Camk2n1/Epha5/Lrp1/Nrxn1/Aqp4/Tcf7l2/Sidt2/Nr1d1/Sybu",11
"GO:0090090","GO:0090090","negative regulation of canonical Wnt signaling pathway","11/453","120/16051",0.000586767751428818,0.00701334541945263,0.00500801916439594,"Lrp4/Sox2/Foxo1/Wwtr1/Apoe/Dkk3/Sfrp1/Sox9/Slc9a3r1/Tcf7l2/Mcc",11
"GO:0001667","GO:0001667","ameboidal-type cell migration","24/453","408/16051",0.000592350970517777,0.00705040675474947,0.00503448354998144,"Glul/Sdc4/Klf4/Jun/Plpp3/Apoe/Sash1/Nr2e1/Gja1/Cd63/Fgfr1/Calr/Rgcc/Ednrb/Sparc/Sox9/Emp2/Tpbg/Mcc/Sema6d/Tgfb2/Nfe2l2/Rhob/Nr4a1",24
"GO:0046889","GO:0046889","positive regulation of lipid biosynthetic process","9/453","84/16051",0.000592981230366346,0.00705040675474947,0.00503448354998144,"Acsl3/Dbi/Mid1ip1/Scp2/Apoe/Slc27a1/Sorbs1/Tcf7l2/Nr1d1",9
"GO:0045682","GO:0045682","regulation of epidermis development","7/453","52/16051",0.000607596071923444,0.00720526231888272,0.00514506125384608,"Hes5/Zfp36/Zfp36l1/Hes1/Tgfb2/Tfap2c/Maff",7
"GO:0010977","GO:0010977","negative regulation of neuron projection development","13/453","160/16051",0.0006180859840839,0.00731052090835527,0.00522022324883833,"Itm2c/Vim/Lrp4/Dab1/Ptprz1/Apoe/Rgma/Lrp1/Ntm/Neo1/Gfap/Hes1/Sema6d",13
"GO:0005975","GO:0005975","carbohydrate metabolic process","27/453","484/16051",0.000624269335632242,0.0073644273187866,0.00525871619626611,"Pygb/Ogt/Foxo1/Slc4a4/Phkg1/Adcyap1r1/Ldhb/Aldoa/Rora/Chst2/Ugp2/Gm2a/Aldoc/Pmm1/Ppp1r1a/Glo1/Nr3c1/Ppp1r3c/Sorbs1/Tcf7l2/Nr1d1/St8sia1/Chil1/Il6st/Scarb2/B3gat2/Ddit4",27
"GO:0043616","GO:0043616","keratinocyte proliferation","6/453","38/16051",0.000626909582489155,0.00737636469785941,0.00526724031986104,"Notch2/Zfp36/Ctsl/Zfp36l1/Klf9/Fgfr2",6
"GO:0006814","GO:0006814","sodium ion transport","15/453","202/16051",0.000629738102401653,0.00739044975098313,0.00527729803294323,"Atp1b1/Atp1a2/Gnas/Nkain4/Atp1a1/Slc4a4/Fxyd1/Slc38a3/Atp1b2/Slc9a3r1/Camk2d/Dmd/Slc6a11/Serpine2/Fxyd6",15
"GO:0018212","GO:0018212","peptidyl-tyrosine modification","19/453","291/16051",0.000632607595354647,0.00740494162004277,0.00528764624105761,"Lrp4/Prnp/Plpp3/Hes5/Ptprz1/Cd81/Sfrp1/Fgfr1/Aplp2/Socs3/Thbs4/Hes1/Pdgfrb/Gfra1/Hgf/Gprc5b/Clk1/Il6st/Fgfr2",19
"GO:0150116","GO:0150116","regulation of cell-substrate junction organization","8/453","68/16051",0.000634402088924119,0.00740680789388211,0.00528897889111182,"Ptpra/Sdc4/Gpm6b/Limch1/Lrp1/Fam107a/Vcl/Fermt2",8
"GO:0006520","GO:0006520","cellular amino acid metabolic process","16/453","224/16051",0.000642268554981695,0.00747937417497964,0.00534079629132391,"Glul/Slc16a2/Phgdh/Gclm/Ddah1/Psph/Oat/Glud1/Aldh6a1/Slc1a3/Tst/Cbs/Asrgl1/Psat1/Gldc/Slc7a11",16
"GO:0035304","GO:0035304","regulation of protein dephosphorylation","9/453","85/16051",0.000646986156303386,0.00751499304629318,0.00536623065673497,"Mgat5/Ppp2r5a/Pink1/Gnai2/Cmya5/Pdgfrb/Cry2/Ppp2r2b/Ppp1r15a",9
"GO:0050769","GO:0050769","positive regulation of neurogenesis","18/453","269/16051",0.000655698459832832,0.00752756801318634,0.00537521006262847,"Vim/Ptpra/Sox2/Ptprz1/Ptn/Apoe/Lrp1/Dag1/Gfap/Ntrk2/Id2/Hes1/Qk/Il6st/Ptprf/Plxnb1/Ntrk3/Serpine2",18
"GO:0030282","GO:0030282","bone mineralization","10/453","103/16051",0.00065824152943313,0.00752756801318634,0.00537521006262847,"Gpm6b/S1pr1/Atraid/Ptn/Gja1/Sox9/Tcf7l2/Bmpr1b/Fgfr2/Col1a2",10
"GO:0045666","GO:0045666","positive regulation of neuron differentiation","10/453","103/16051",0.00065824152943313,0.00752756801318634,0.00537521006262847,"Sox2/Dab1/Mmd2/Fgfr1/Fez1/Timp2/Impact/Gprc5b/Dmd/Fezf2",10
"GO:0032956","GO:0032956","regulation of actin cytoskeleton organization","21/453","339/16051",0.000665507534125245,0.00752756801318634,0.00537521006262847,"Sdc4/Gpm6b/Notch2/S1pr1/Limch1/Epha5/Lrp1/Fam107a/Fermt2/Rgcc/Sptbn1/Pdlim4/Ctsl/Ttc8/Pdgfrb/Add3/Ntrk3/Celsr1/Gsn/Tgfb2/Rhob",21
"GO:0055119","GO:0055119","relaxation of cardiac muscle","4/453","15/16051",0.000667212231788557,0.00752756801318634,0.00537521006262847,"Atp1b1/Camk2d/Camk2g/Gsn",4
"GO:0070572","GO:0070572","positive regulation of neuron projection regeneration","4/453","15/16051",0.000667212231788557,0.00752756801318634,0.00537521006262847,"Ptn/Lrp1/Hgf/Ntrk3",4
"GO:0090083","GO:0090083","regulation of inclusion body assembly","4/453","15/16051",0.000667212231788557,0.00752756801318634,0.00537521006262847,"Apoe/Clu/Hspa2/Sorl1",4
"GO:0098712","GO:0098712","L-glutamate import across plasma membrane","4/453","15/16051",0.000667212231788557,0.00752756801318634,0.00537521006262847,"Kcnj10/Slc1a2/Slc1a3/Slc7a11",4
"GO:1900151","GO:1900151","regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay","4/453","15/16051",0.000667212231788557,0.00752756801318634,0.00537521006262847,"Zfp36/Zfp36l1/Zfp36l2/Tob1",4
"GO:1900153","GO:1900153","positive regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay","4/453","15/16051",0.000667212231788557,0.00752756801318634,0.00537521006262847,"Zfp36/Zfp36l1/Zfp36l2/Tob1",4
"GO:1903019","GO:1903019","negative regulation of glycoprotein metabolic process","4/453","15/16051",0.000667212231788557,0.00752756801318634,0.00537521006262847,"Itm2c/Cst3/Tmem59/Itm2b",4
"GO:0048167","GO:0048167","regulation of synaptic plasticity","16/453","225/16051",0.000673954059287734,0.00752756801318634,0.00537521006262847,"Dbi/Kcnj10/Prnp/Ptn/Mgll/Apoe/Nr2e1/Fam107a/Myo6/Sqstm1/Gfap/Ntrk2/Ctnnd2/Nr3c1/Kcnn2/Serpine2",16
"GO:0030879","GO:0030879","mammary gland development","11/453","122/16051",0.000674656206038335,0.00752756801318634,0.00537521006262847,"Igfbp5/Cebpb/Gja1/Sox9/Id2/Arhgap5/Nr3c1/Csmd1/Fgfr2/Zfp703/Tfap2c",11
"GO:0071331","GO:0071331","cellular response to hexose stimulus","11/453","122/16051",0.000674656206038335,0.00752756801318634,0.00537521006262847,"Ogt/Vcam1/Camk2n1/Epha5/Lrp1/Nrxn1/Aqp4/Tcf7l2/Sidt2/Nr1d1/Sybu",11
"GO:1901216","GO:1901216","positive regulation of neuron death","11/453","122/16051",0.000674656206038335,0.00752756801318634,0.00537521006262847,"Prnp/Jun/Ptprz1/Apoe/Clu/Fos/Nr3c1/Ppp2r2b/Ptprf/Tgfb2/Ddit4",11
"GO:1902652","GO:1902652","secondary alcohol metabolic process","11/453","122/16051",0.000674656206038335,0.00752756801318634,0.00537521006262847,"Acadl/Soat1/Abca1/Scp2/Apoe/Lrp1/Fgfr1/Mt3/Aplp2/Hmgcs2/Apoc1",11
"GO:2000649","GO:2000649","regulation of sodium ion transmembrane transporter activity","7/453","53/16051",0.000683321693727104,0.0076055215542599,0.00543087434326494,"Atp1b1/Atp1a2/Fxyd1/Slc9a3r1/Camk2d/Dmd/Fxyd6",7
"GO:0042594","GO:0042594","response to starvation","13/453","162/16051",0.000694889099740226,0.00769644895311302,0.00549580286578745,"Bcl2/Glul/Lamp2/Foxo1/Jun/Zfp36/Sesn3/Slc38a3/Nim1k/Impact/Tcf7l2/Fads1/Nfe2l2",13
"GO:0046890","GO:0046890","regulation of lipid biosynthetic process","13/453","162/16051",0.000694889099740226,0.00769644895311302,0.00549580286578745,"Acadl/Acsl3/Dbi/Mid1ip1/Atp1a1/Scp2/Apoe/Dkk3/Slc27a1/Nr3c1/Sorbs1/Tcf7l2/Nr1d1",13
"GO:0021872","GO:0021872","forebrain generation of neurons","8/453","69/16051",0.000700231871573077,0.00769990056453963,0.00549826755776235,"Sox2/Hes5/Nr2e1/Fgfr1/Hes1/Fgfr2/Fezf2/Tfap2c",8
"GO:0061178","GO:0061178","regulation of insulin secretion involved in cellular response to glucose stimulus","8/453","69/16051",0.000700231871573077,0.00769990056453963,0.00549826755776235,"Camk2n1/Epha5/Lrp1/Nrxn1/Tcf7l2/Sidt2/Nr1d1/Sybu",8
"GO:0044344","GO:0044344","cellular response to fibroblast growth factor stimulus","9/453","86/16051",0.000704944121470888,0.00769990056453963,0.00549826755776235,"Zfp36/Sfrp1/Fgfr1/Zfp36l1/Zfp36l2/Nrxn1/Tcf7l2/Fgfr2/Nr4a1",9
"GO:0006536","GO:0006536","glutamate metabolic process","5/453","26/16051",0.000705399279091379,0.00769990056453963,0.00549826755776235,"Glul/Gclm/Oat/Glud1/Slc7a11",5
"GO:0031069","GO:0031069","hair follicle morphogenesis","5/453","26/16051",0.000705399279091379,0.00769990056453963,0.00549826755776235,"Igfbp5/Bcl2/Ctsl/Fgfr2/Tgfb2",5
"GO:2000178","GO:2000178","negative regulation of neural precursor cell proliferation","5/453","26/16051",0.000705399279091379,0.00769990056453963,0.00549826755776235,"Btg2/Slc16a2/Ptn/Nr2e1/Sirt2",5
"GO:1905477","GO:1905477","positive regulation of protein localization to membrane","10/453","104/16051",0.000710325538571532,0.00773503531184865,0.00552335622477307,"Acsl3/Lrp4/Prnp/Ptn/Cd81/Lrp1/Sptbn1/Sqstm1/Nrxn1/Sorbs1",10
"GO:0071326","GO:0071326","cellular response to monosaccharide stimulus","11/453","123/16051",0.000722547882713985,0.00784059941306947,0.00559873637652201,"Ogt/Vcam1/Camk2n1/Epha5/Lrp1/Nrxn1/Aqp4/Tcf7l2/Sidt2/Nr1d1/Sybu",11
"GO:0061462","GO:0061462","protein localization to lysosome","6/453","39/16051",0.000723481358645262,0.00784059941306947,0.00559873637652201,"Lmbrd1/Lamp2/Cd81/Sort1/Sorl1/Scarb2",6
"GO:0006631","GO:0006631","fatty acid metabolic process","20/453","318/16051",0.000735684157123467,0.00794054700498795,0.00567010594779318,"Acadl/Acsl3/Dbi/Degs1/Mid1ip1/Scp2/Naaa/Mgll/Slc27a1/Acsbg1/Acsl6/Sox9/Acox1/Qk/Acaa2/Cyb5a/Scd2/Fads1/Acss1/Pdpn",20
"GO:0030534","GO:0030534","adult behavior","13/453","163/16051",0.000736209656091598,0.00794054700498795,0.00567010594779318,"Prex2/Atp1a2/Kcnj10/Slc1a2/Dab1/Ppt1/Aldh2/Cntnap2/Id2/Nrxn1/Nrxn2/Clcn3/Slc7a11",13
"GO:0006898","GO:0006898","receptor-mediated endocytosis","16/453","227/16051",0.00074134710848045,0.00797696532402955,0.00569611117479791,"Lmbrd1/Syt11/Sgip1/Eps15/Ppt1/Cd9/Apoe/Cd81/Lrp1/Cd63/Clu/Myo6/Sirt2/Sorl1/Ifitm3/Scarb2",16
"GO:0009267","GO:0009267","cellular response to starvation","12/453","143/16051",0.000744898028273529,0.00798697123647463,0.00570325609612793,"Bcl2/Glul/Lamp2/Foxo1/Jun/Sesn3/Slc38a3/Nim1k/Impact/Tcf7l2/Fads1/Nfe2l2",12
"GO:0043434","GO:0043434","response to peptide hormone","19/453","295/16051",0.000745803274399287,0.00798697123647463,0.00570325609612793,"Lmbrd1/Ptpra/Ogt/Car2/Foxo1/Slc27a1/Ednrb/Sesn3/Gnai2/Socs3/Zfp36l1/Sorbs1/Cry2/Klf15/Ptprf/Sort1/Sorl1/Rarres2/Nr4a1",19
"GO:0031346","GO:0031346","positive regulation of cell projection organization","24/453","415/16051",0.000751906358658199,0.00803333916207934,0.00573636603812474,"Ptprz1/Ptn/Apoe/Rgma/Lrp1/Fgfr1/Gpm6a/Fez1/Acsl6/Atp1b2/Ntrk2/Qk/Plce1/Hgf/Gprc5b/Tmem106b/Ptprf/Adamts1/Plxnb1/Dmd/Ntrk3/Scarb2/Serpine2/Nfe2l2",24
"GO:0007009","GO:0007009","plasma membrane organization","10/453","105/16051",0.000765759881727256,0.00812995807496836,0.00580535869975085,"Degs1/Syt11/Sgip1/Psap/Clu/Sptbn1/Slc9a3r1/Pacsin3/Gsn/Tgfb2",10
"GO:0048286","GO:0048286","lung alveolus development","7/453","54/16051",0.000766333796470528,0.00812995807496836,0.00580535869975085,"Igfbp5/Sox2/Hopx/Pdpn/Fgfr2/Slc7a11/Meg3",7
"GO:1903428","GO:1903428","positive regulation of reactive oxygen species biosynthetic process","7/453","54/16051",0.000766333796470528,0.00812995807496836,0.00580535869975085,"Ogt/Ddah1/Klf4/Cyba/Clu/Clcn3/Klf2",7
"GO:0001676","GO:0001676","long-chain fatty acid metabolic process","8/453","70/16051",0.000771454149839919,0.00816515724012812,0.00583049336561257,"Acadl/Acsl3/Mgll/Slc27a1/Acsbg1/Acsl6/Qk/Fads1",8
"GO:0006470","GO:0006470","protein dephosphorylation","16/453","229/16051",0.000814405200878147,0.0085796640929721,0.00612648025042483,"Bcl2/Mgat5/Ppp2r5a/Ptpra/Pink1/Ptprz1/Gnai2/Cmya5/Pdgfrb/Cry2/Ppp2r2b/Dusp1/Phlpp1/Ptprf/Ppp1r15a/Ppm1k",16
"GO:0031330","GO:0031330","negative regulation of cellular catabolic process","16/453","229/16051",0.000814405200878147,0.0085796640929721,0.00612648025042483,"Bcl2/Dbi/Cst3/Chmp4b/Ogt/Pink1/Atraid/Zfp36/Timp3/Mt3/Fez1/Timp2/Qk/Sirt2/Tob1/Sorl1",16
"GO:0089718","GO:0089718","amino acid import across plasma membrane","6/453","40/16051",0.000831162451022528,0.00868075914761954,0.00619866919034155,"Kcnj10/Slc1a2/Slc16a2/Gfap/Slc1a3/Slc7a11",6
"GO:1902001","GO:1902001","fatty acid transmembrane transport","6/453","40/16051",0.000831162451022528,0.00868075914761954,0.00619866919034155,"Kcnj10/Slc1a2/Slc27a1/Acsl6/Slc1a3/Slc7a11",6
"GO:0060562","GO:0060562","epithelial tube morphogenesis","21/453","345/16051",0.000833052349479687,0.00868075914761954,0.00619866919034155,"Bcl2/Sdc4/Sox2/Notch2/Tnc/Hes5/Rgma/Gja1/Sfrp1/Dag1/Fzd2/Sox9/Hes1/Nr3c1/Csmd1/Fgfr2/Celsr1/Tgfb2/Ctnnbip1/Rhob/Tfap2c",21
"GO:0010717","GO:0010717","regulation of epithelial to mesenchymal transition","9/453","88/16051",0.000833582832056181,0.00868075914761954,0.00619866919034155,"Wwtr1/Sfrp1/Fermt2/Rgcc/Dag1/Tcf7l2/Pdpn/Zfp703/Tgfb2",9
"GO:0070252","GO:0070252","actin-mediated cell contraction","9/453","88/16051",0.000833582832056181,0.00868075914761954,0.00619866919034155,"Atp1a2/Atp1a1/Limch1/Fxyd1/Emp2/Kcnn2/Camk2d/Pdpn/Gsn",9
"GO:0048714","GO:0048714","positive regulation of oligodendrocyte differentiation","5/453","27/16051",0.000845855323519227,0.00874822971584953,0.00624684789515641,"Ptpra/Ptprz1/Ptn/Dag1/Qk",5
"GO:0060512","GO:0060512","prostate gland morphogenesis","5/453","27/16051",0.000845855323519227,0.00874822971584953,0.00624684789515641,"Tnc/Sfrp1/Sox9/Id4/Fgfr2",5
"GO:0060740","GO:0060740","prostate gland epithelium morphogenesis","5/453","27/16051",0.000845855323519227,0.00874822971584953,0.00624684789515641,"Tnc/Sfrp1/Sox9/Id4/Fgfr2",5
"GO:0007638","GO:0007638","mechanosensory behavior","4/453","16/16051",0.000869905993695725,0.00889542697842355,0.00635195703606264,"Cntnap2/Slc1a3/Nrxn1/Nrxn2",4
"GO:0014067","GO:0014067","negative regulation of phosphatidylinositol 3-kinase signaling","4/453","16/16051",0.000869905993695725,0.00889542697842355,0.00635195703606264,"Klf4/Slc9a3r1/Pik3ip1/Serpine2",4
